family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
2067,Ovzf~z{~F~~}~{~{^}F~_,16,95,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.4.6
2068,Ovzf~z{~Fw^~~}~}^~F~o,16,96,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.5.5
2069,Ovzf~z{~Fw^_~?~?^_Fw?,16,71,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.10
2070,OvzfF~}~f{^~~}~}^~F~o,16,97,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.4.4.5
2071,OvzfF~}~f{^o~_~_^oF{?,16,77,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.2.4.9
2072,OvzfFB~~v}^w~o~o^wF}?,16,81,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.2.5.8
2073,OvzfFB_~~~^{~w~w^{F~?,16,83,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.6.7
2074,OvzfFB_wF?[?w?w?[?F??,16,41,15,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.13
2075,Os~vf~}~f~~}~{~~~~v~{,16,105,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.3.3.3
2076,Os~vf~}~f~~}~{~{^}F~_,16,96,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.3.6
2077,Os~vf~}~f{^~~}~}^~F~o,16,98,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.4.5
2078,Os~vf~}~f{^o~_~_^oF{?,16,78,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.9
2079,Os~vfb~~v}^w~~~~^~f~w,16,99,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.4.4
2080,Os~vfb~~v}^w~o~o^wF}?,16,83,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.8
2081,Os~vfbo~~~^{~w~w^{F~?,16,86,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.3.5.7
2082,Os~vfbo{F~~}~{~{^}F~_,16,87,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.3.6.6
2083,Os~vfbo{F_]?{?{?]?F_?,16,51,15,4,0,0,complete_multipartite,complete_multipartite:parts=1.3.12
2084,Osb~vrw~~~^{~w~w^{F~?,16,87,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.4.4.7
2085,Osb~vrw}F~~}~{~{^}F~_,16,89,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.4.5.6
2086,Osb~vrw}Fo^?}?}?^?Fo?,16,59,15,5,0,0,complete_multipartite,complete_multipartite:parts=1.4.11
2087,OsaF~z{~Fw^~~}~}^~F~o,16,90,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.5.5.5
2088,OsaF~z{~Fw^_~?~?^_Fw?,16,65,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.5.10
2089,OsaCF~}~f{^o~_~_^oF{?,16,69,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.6.9
2090,OsaCCB~~v}^w~o~o^wF}?,16,71,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.7.8
2091,Or~v~z~~v~~}~~~~^~~~},16,112,14,14,1,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.2.2
2092,Or~v~z~~v~~}~~~~^~f~w,16,108,14,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.4
2093,Or~v~z~~v~~}~{~~~~v~{,16,109,14,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.3.3
2094,Or~v~z~~v~~}~{~{^}F~_,16,100,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.6
2095,Or~v~z~~v}^~~}~}^~F~o,16,103,14,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.3.5
2096,Or~v~z~~v}^w~~~~^~f~w,16,104,14,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.4.4
2097,Or~v~z~~v}^w~o~o^wF}?,16,88,14,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.8
2098,Or~v~z{~~~^{~~~~^~f~w,16,105,14,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.3.4
2099,Or~v~z{~~~^{~w~w^{F~?,16,93,14,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.7
2100,Or~v~z{~F~~}~{~{^}F~_,16,96,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.4.6
2101,Or~v~z{~Fw^~~}~}^~F~o,16,97,14,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.5.5
2102,Or~v~z{~Fw^_~?~?^_Fw?,16,72,14,6,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.10
2103,Or~vf~}~f~~}~{~~~~v~{,16,106,14,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.3.3
2104,Or~vf~}~f~~}~{~{^}F~_,16,97,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.6
2105,Or~vf~}~f{^~~}~}^~F~o,16,99,14,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.4.5
2106,Or~vf~}~f{^o~_~_^oF{?,16,79,14,7,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.9
2107,Or~vfb~~v}^w~~~~^~f~w,16,100,14,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.4.4
2108,Or~vfb~~v}^w~o~o^wF}?,16,84,14,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.8
2109,Or~vfbo~~~^{~w~w^{F~?,16,87,14,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.5.7
2110,Or~vfbo{F~~}~{~{^}F~_,16,88,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.6.6
2111,Or~vfbo{F_]?{?{?]?F_?,16,52,14,4,0,0,complete_multipartite,complete_multipartite:parts=2.2.12
2112,Os^~vr~~v}^~~}~}^~F~o,16,100,14,11,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.3.5
2113,Os^~vr~~v}^w~~~~^~f~w,16,101,14,12,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.4.4
2114,Os^~vr~~v}^w~o~o^wF}?,16,85,14,8,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.8
2115,Os^~vrw~~~^{~w~w^{F~?,16,89,14,9,0,0,complete_multipartite,complete_multipartite:parts=2.3.4.7
2116,Os^~vrw}F~~}~{~{^}F~_,16,91,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.3.5.6
2117,Os^~vrw}Fo^?}?}?^?Fo?,16,61,14,5,0,0,complete_multipartite,complete_multipartite:parts=2.3.11
2118,Os`~~z{~F~~}~{~{^}F~_,16,92,14,10,0,0,complete_multipartite,complete_multipartite:parts=2.4.4.6
2119,Os`~~z{~Fw^~~}~}^~F~o,16,93,14,11,0,0,complete_multipartite,complete_multipartite:parts=2.4.5.5
2120,Os`~~z{~Fw^_~?~?^_Fw?,16,68,14,6,0,0,complete_multipartite,complete_multipartite:parts=2.4.10
2121,OsaB~~}~f{^o~_~_^oF{?,16,73,14,7,0,0,complete_multipartite,complete_multipartite:parts=2.5.9
2122,OsaCB~~~v}^w~o~o^wF}?,16,76,14,8,0,0,complete_multipartite,complete_multipartite:parts=2.6.8
2123,OsaCC@~~~~^{~w~w^{F~?,16,77,14,9,0,0,complete_multipartite,complete_multipartite:parts=2.7.7
2124,OsaCCA?_C?O?_?_?O?B~~,16,28,14,2,0,0,complete_multipartite,complete_multipartite:parts=2.14
2125,Os\v~z{~~~^{~~~~^~f~w,16,102,13,12,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.3.4
2126,Os\v~z{~~~^{~w~w^{F~?,16,90,13,9,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.7
2127,Os\v~z{~F~~}~{~{^}F~_,16,93,13,10,0,0,complete_multipartite,complete_multipartite:parts=3.3.4.6
2128,Os\v~z{~Fw^~~}~}^~F~o,16,94,13,11,0,0,complete_multipartite,complete_multipartite:parts=3.3.5.5
2129,Os\v~z{~Fw^_~?~?^_Fw?,16,69,13,6,0,0,complete_multipartite,complete_multipartite:parts=3.3.10
2130,Os`zv~}~f{^~~}~}^~F~o,16,95,13,11,0,0,complete_multipartite,complete_multipartite:parts=3.4.4.5
2131,Os`zv~}~f{^o~_~_^oF{?,16,75,13,7,0,0,complete_multipartite,complete_multipartite:parts=3.4.9
2132,OsaBzz~~v}^w~o~o^wF}?,16,79,13,8,0,0,complete_multipartite,complete_multipartite:parts=3.5.8
2133,OsaCB|}~~~^{~w~w^{F~?,16,81,13,9,0,0,complete_multipartite,complete_multipartite:parts=3.6.7
2134,OsaCCA?_C?O?_?_?N~z~},16,39,13,3,0,0,complete_multipartite,complete_multipartite:parts=3.13
2135,Os`zrr~~v}^w~~~~^~f~w,16,96,12,12,1,0,complete_multipartite,complete_multipartite:parts=4.4.4.4
2136,Os`zrr~~v}^w~o~o^wF}?,16,80,12,8,0,0,complete_multipartite,complete_multipartite:parts=4.4.8
2137,OsaBzx{~~~^{~w~w^{F~?,16,83,12,9,0,0,complete_multipartite,complete_multipartite:parts=4.5.7
2138,OsaCB|}^f~~}~{~{^}F~_,16,84,12,10,0,0,complete_multipartite,complete_multipartite:parts=4.6.6
2139,OsaCCA?_C?O?_?^~n~r~{,16,48,12,4,0,0,complete_multipartite,complete_multipartite:parts=4.12
2140,OsaBzx{^F~~}~{~{^}F~_,16,85,11,10,0,0,complete_multipartite,complete_multipartite:parts=5.5.6
2141,OsaCCA?_C?O?^~^~N~b~w,16,55,11,5,0,0,complete_multipartite,complete_multipartite:parts=5.11
2142,OsaCCA?_C?N~^}^}N~B~o,16,60,10,6,0,0,complete_multipartite,complete_multipartite:parts=6.10
2143,OsaCCA?_B~n}^{^{N}B~_,16,63,9,7,0,0,complete_multipartite,complete_multipartite:parts=7.9
2144,OsaCCA?^z~N{^w^wN{B~?,16,64,8,8,1,0,complete_multipartite,complete_multipartite:parts=8.8
2145,P~~~~~~~~~~~~~~~~~~~~~~{,17,136,16,16,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
2146,P~~~~~~~~~~~~~~~~~~~~~~w,17,135,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.2
2147,P~~~~~~~~~~~~~~~~~~~}~~o,17,133,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.1.3
2148,P~~~~~~~~~~~~~~~~~v~~~~w,17,134,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.2.2
2149,P~~~~~~~~~~~~~~~~~v~{~~_,17,130,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.4
2150,P~~~~~~~~~~~~~~~^~~~}~~o,17,132,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.2.3
2151,P~~~~~~~~~~~~~~~^~f~w~~?,17,126,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.5
2152,P~~~~~~~~~~~~}~~~~v~~~~w,17,133,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.2.2.2
2153,P~~~~~~~~~~~~}~~~~v~{~~_,17,129,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.2.4
2154,P~~~~~~~~~~~~}~}^~~~}~~o,17,130,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.3.3
2155,P~~~~~~~~~~~~}~}^~F~o~}?,17,121,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.6
2156,P~~~~~~~~~~}~~~~^~~~}~~o,17,131,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.2.2.3
2157,P~~~~~~~~~~}~~~~^~f~w~~?,17,125,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.2.5
2158,P~~~~~~~~~~}~{~~~~v~{~~_,17,127,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.3.4
2159,P~~~~~~~~~~}~{~{^}F~_~{?,17,115,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.7
2160,P~~~~~~~~~^~~}~~~~v~~~~w,17,132,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.2.2.2
2161,P~~~~~~~~~^~~}~~~~v~{~~_,17,128,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.2.4
2162,P~~~~~~~~~^~~}~}^~~~}~~o,17,129,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.3.3
2163,P~~~~~~~~~^~~}~}^~F~o~}?,17,120,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.6
2164,P~~~~~~~~~^{~~~~^~f~w~~?,17,123,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.3.5
2165,P~~~~~~~~~^{~w~~~~v~{~~_,17,124,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.4.4
2166,P~~~~~~~~~^{~w~w^{F~?~w?,17,108,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.8
2167,P~~~~~~~v~~}~~~~^~~~}~~o,17,130,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.2.2.3
2168,P~~~~~~~v~~}~~~~^~f~w~~?,17,124,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.2.5
2169,P~~~~~~~v~~}~{~~~~v~{~~_,17,126,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.3.4
2170,P~~~~~~~v~~}~{~{^}F~_~{?,17,114,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.7
2171,P~~~~~~~v}^~~}~}^~~~}~~o,17,127,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.3.3.3
2172,P~~~~~~~v}^~~}~}^~F~o~}?,17,118,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.3.6
2173,P~~~~~~~v}^w~~~~^~f~w~~?,17,120,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.4.5
2174,P~~~~~~~v}^w~o~o^wF}?~o?,17,100,16,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.9
2175,P~~~~~}~~~^~~}~~~~v~~~~w,17,131,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.2.2.2
2176,P~~~~~}~~~^~~}~~~~v~{~~_,17,127,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.2.4
2177,P~~~~~}~~~^~~}~}^~~~}~~o,17,128,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.3.3
2178,P~~~~~}~~~^~~}~}^~F~o~}?,17,119,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.6
2179,P~~~~~}~~~^{~~~~^~f~w~~?,17,122,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.3.5
2180,P~~~~~}~~~^{~w~~~~v~{~~_,17,123,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.4.4
2181,P~~~~~}~~~^{~w~w^{F~?~w?,17,107,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.8
2182,P~~~~~}~f~~}~{~~~~v~{~~_,17,124,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.3.3.4
2183,P~~~~~}~f~~}~{~{^}F~_~{?,17,112,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.3.7
2184,P~~~~~}~f{^~~}~}^~F~o~}?,17,115,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.4.6
2185,P~~~~~}~f{^o~~~~^~f~w~~?,17,116,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.5.5
2186,P~~~~~}~f{^o~_~_^oF{?~_?,17,91,16,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.10
2187,P~~~~z~~v~~}~~~~^~~~}~~o,17,129,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.2.2.3
2188,P~~~~z~~v~~}~~~~^~f~w~~?,17,123,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.2.5
2189,P~~~~z~~v~~}~{~~~~v~{~~_,17,125,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.3.4
2190,P~~~~z~~v~~}~{~{^}F~_~{?,17,113,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.7
2191,P~~~~z~~v}^~~}~}^~~~}~~o,17,126,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.3.3.3
2192,P~~~~z~~v}^~~}~}^~F~o~}?,17,117,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.3.6
2193,P~~~~z~~v}^w~~~~^~f~w~~?,17,119,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.4.5
2194,P~~~~z~~v}^w~o~o^wF}?~o?,17,99,16,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.9
2195,P~~~~z{~~~^{~~~~^~f~w~~?,17,120,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3.3.5
2196,P~~~~z{~~~^{~w~~~~v~{~~_,17,121,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3.4.4
2197,P~~~~z{~~~^{~w~w^{F~?~w?,17,105,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3.8
2198,P~~~~z{~F~~}~{~{^}F~_~{?,17,109,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.4.7
2199,P~~~~z{~Fw^~~}~}^~F~o~}?,17,111,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.5.6
2200,P~~~~z{~Fw^_~?~?^_Fw?~??,17,81,16,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.11
2201,P~~~v~}~~~^~~}~~~~v~~~~w,17,130,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.2.2.2
2202,P~~~v~}~~~^~~}~~~~v~{~~_,17,126,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.2.4
2203,P~~~v~}~~~^~~}~}^~~~}~~o,17,127,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.3.3
2204,P~~~v~}~~~^~~}~}^~F~o~}?,17,118,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.6
2205,P~~~v~}~~~^{~~~~^~f~w~~?,17,121,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.3.5
2206,P~~~v~}~~~^{~w~~~~v~{~~_,17,122,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.4.4
2207,P~~~v~}~~~^{~w~w^{F~?~w?,17,106,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.8
2208,P~~~v~}~f~~}~{~~~~v~{~~_,17,123,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.3.3.4
2209,P~~~v~}~f~~}~{~{^}F~_~{?,17,111,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.3.7
2210,P~~~v~}~f{^~~}~}^~F~o~}?,17,114,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.4.6
2211,P~~~v~}~f{^o~~~~^~f~w~~?,17,115,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.5.5
2212,P~~~v~}~f{^o~_~_^oF{?~_?,17,90,16,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.10
2213,P~~~vr~~v}^~~}~}^~~~}~~o,17,124,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.3.3.3
2214,P~~~vr~~v}^~~}~}^~F~o~}?,17,115,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.3.6
2215,P~~~vr~~v}^w~~~~^~f~w~~?,17,117,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.4.5
2216,P~~~vr~~v}^w~o~o^wF}?~o?,17,97,16,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.9
2217,P~~~vrw~~~^{~w~~~~v~{~~_,17,118,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.4.4.4
2218,P~~~vrw~~~^{~w~w^{F~?~w?,17,102,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.4.8
2219,P~~~vrw}F~~}~{~{^}F~_~{?,17,105,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.5.7
2220,P~~~vrw}Fo^~~}~}^~F~o~}?,17,106,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.6.6
2221,P~~~vrw}Fo^?}?}?^?Fo?}??,17,70,16,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.12
2222,P~~v~z~~v~~}~~~~^~~~}~~o,17,128,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.2.2.3
2223,P~~v~z~~v~~}~~~~^~f~w~~?,17,122,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.2.5
2224,P~~v~z~~v~~}~{~~~~v~{~~_,17,124,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.3.4
2225,P~~v~z~~v~~}~{~{^}F~_~{?,17,112,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.7
2226,P~~v~z~~v}^~~}~}^~~~}~~o,17,125,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.3.3.3
2227,P~~v~z~~v}^~~}~}^~F~o~}?,17,116,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.3.6
2228,P~~v~z~~v}^w~~~~^~f~w~~?,17,118,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.4.5
2229,P~~v~z~~v}^w~o~o^wF}?~o?,17,98,16,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.9
2230,P~~v~z{~~~^{~~~~^~f~w~~?,17,119,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.3.3.5
2231,P~~v~z{~~~^{~w~~~~v~{~~_,17,120,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.3.4.4
2232,P~~v~z{~~~^{~w~w^{F~?~w?,17,104,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.3.8
2233,P~~v~z{~F~~}~{~{^}F~_~{?,17,108,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.4.7
2234,P~~v~z{~Fw^~~}~}^~F~o~}?,17,110,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.5.6
2235,P~~v~z{~Fw^_~?~?^_Fw?~??,17,80,16,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.11
2236,P~~vf~}~f~~}~{~~~~v~{~~_,17,121,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.3.3.4
2237,P~~vf~}~f~~}~{~{^}F~_~{?,17,109,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.3.7
2238,P~~vf~}~f{^~~}~}^~F~o~}?,17,112,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.4.6
2239,P~~vf~}~f{^o~~~~^~f~w~~?,17,113,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.5.5
2240,P~~vf~}~f{^o~_~_^oF{?~_?,17,88,16,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.10
2241,P~~vfb~~v}^w~~~~^~f~w~~?,17,114,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.4.4.5
2242,P~~vfb~~v}^w~o~o^wF}?~o?,17,94,16,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.4.9
2243,P~~vfbo~~~^{~w~w^{F~?~w?,17,98,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.5.8
2244,P~~vfbo{F~~}~{~{^}F~_~{?,17,100,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.6.7
2245,P~~vfbo{F_]?{?{?]?F_?{??,17,58,16,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.13
2246,P~z~v~}~~~^~~}~~~~v~~~~w,17,129,16,15,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.2.2.2
2247,P~z~v~}~~~^~~}~~~~v~{~~_,17,125,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.2.4
2248,P~z~v~}~~~^~~}~}^~~~}~~o,17,126,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.3.3
2249,P~z~v~}~~~^~~}~}^~F~o~}?,17,117,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.6
2250,P~z~v~}~~~^{~~~~^~f~w~~?,17,120,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.3.5
2251,P~z~v~}~~~^{~w~~~~v~{~~_,17,121,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.4.4
2252,P~z~v~}~~~^{~w~w^{F~?~w?,17,105,16,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.8
2253,P~z~v~}~f~~}~{~~~~v~{~~_,17,122,16,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.3.3.4
2254,P~z~v~}~f~~}~{~{^}F~_~{?,17,110,16,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.3.7
2255,P~z~v~}~f{^~~}~}^~F~o~}?,17,113,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.4.6
2256,P~z~v~}~f{^o~~~~^~f~w~~?,17,114,16,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.5.5
2257,P~z~v~}~f{^o~_~_^oF{?~_?,17,89,16,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.10
2258,P~z~vr~~v}^~~}~}^~~~}~~o,17,123,16,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3.3.3.3
2259,P~z~vr~~v}^~~}~}^~F~o~}?,17,114,16,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3.3.6
